,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,chassis,motherboard,CPU,form_factor,chipset,cores,height_mm,width_mm,depth_mm,product_colour,drive_bays,Supported_memory_types,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Gross Weight, Net Weight,num_of_m_2_supported,m_2_key,m_2_interface,m_2_form_factor,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,num_of_storage_drives_supported,onboard_network_controllers,num_of_dimm_slots,backplanes_support,power_supply,ecc,nodes,partner,desc,type,Operating Temperature Range,Non-Operating Temperature Range,Operating Relative Humidity Range,Non-Operating Relative Humidity Range,Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity,Net Weight,"Net Weight w/ 2.5"" HDDs","Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,* Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,with HDD Non-operating Temperature
51,51.0,51.0,51.0,51.0,51.0,90,CSE-732D4-903B,MBD-X10SRA,"Intel® Core i7 series, Intel® Xeon® Processor E5-1600 v3, Intel® Xeon® Processor E5-1600 v4, Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4 Single Socket LGA-2011-3 (Socket R3) supported, CPU TDP support Up to 160W TDP","Mid-tower chassis support for max. motherboard size - 12"" x 13"" E-ATX, 12"" x 10"" ATX and 9.6"" x 9.6"" Micro-ATX",Intel® C612,Up to 22 cores † / Up to 55MB† cache,"16.7"" (424 mm)","7.6"" (193 mm)","20.68"" (525 mm)",Black,"4 x 3.5"" fixed drive bay Optional 4 x 2.5"" fixed drive bay","2400/ 2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (RDIMM / LRDIMM) / 284-pin gold-plated DIMMs",,,,,28 lbs (12.7 kg),,,,,,4 PCI-E 3.0 16 (run at 16/16/NA/8 or 16,4 PCI-E 3.0 16 (run at 16/16/NA/8 or 16/8/8/8,"PCI-E 3.0 16 (run at 16/16/NA/8 or 16/8/8/8), 2 PCI-E 2.0 1 (in x4)",512GB ,8 USB 3.0,; 4 USB3.0 ports could be upgraded to 4 USB3.1(10 Gb/s, Single socket R3 (LGA 2011) supports,,Dual LAN with Intel® i210 Gigabit Ethernet Controller,8 DIMM,SATA3,"PS2/ATX 900W multiple outputs power supply, Gold level, 12cm fan",Y,1,supermicro,732D4-903B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
52,52.0,52.0,52.0,52.0,52.0,91,CSE-743TQ-1200B-SQ,MBD-X11SRA,"CPU Intel® Xeon® W-2100 Processors, Intel® Xeon® W-2200 Processors Single Socket LGA-2066 (Socket R4) supported, CPU TDP supports Up to 165W TDP As Intel® Xeon® Processor W Family","4U chassis - supports for maximum motherboard sizes: 12"" x 13"" E-ATX and ATX",Intel® C422,,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO",2666/2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit 288-pin RDIMM/LRDIMM,,,,,53 lbs (24.04 kg),,,,,,3 PCI-E 3.0 x16,,"PCI-E 3.0 x16,1 PCI-E 3.0 x4***3xPCI-E3.0 x16 Slots(8/16/16 (Skylake-W 48 lanes), 1xPCI-E3.0x4 slots***M.2 Interface: 2 PCI-E 3.0 x4U.2 Interface: 2 PCI-E 3.0 x4",512GB , 6 USB 3.2 Gen1 ports (4 rear + 2 via headers,6 USB 2.0 ports (2 rear + 4 via headers,"Socket LGA-2066 (Socket R4) supported, CPU TDP supports Up to 165W TDP",,Single LAN with Intel® PHY I219LM LAN controller Single LAN with Aquantia 5G LAN chip AQC108,8 DIMM,SATA3,"PS2/ATX 1000/1200W Multi-output power supply, platinum level, Super quiet W/PMbus",Y,1,supermicro,743TQ-1200B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
53,53.0,53.0,53.0,53.0,53.0,92,CSE-732D4-903B,MBD-X11SRA,"CPU Intel® Xeon® W-2100 Processors, Intel® Xeon® W-2200 Processors Single Socket LGA-2066 (Socket R4) supported, CPU TDP supports Up to 165W TDP As Intel® Xeon® Processor W Family","Mid-tower chassis support for max. motherboard size - 12"" x 13"" E-ATX, 12"" x 10"" ATX and 9.6"" x 9.6"" Micro-ATX",Intel® C422,,"16.7"" (424 mm)","7.6"" (193 mm)","20.68"" (525 mm)",Black,"4 x 3.5"" fixed drive bay Optional 4 x 2.5"" fixed drive bay",2666/2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit 288-pin RDIMM/LRDIMM,,,,,28 lbs (12.7 kg),,,,,,3 PCI-E 3.0 x16,,"PCI-E 3.0 x16,1 PCI-E 3.0 x4***3xPCI-E3.0 x16 Slots(8/16/16 (Skylake-W 48 lanes), 1xPCI-E3.0x4 slots***M.2 Interface: 2 PCI-E 3.0 x4U.2 Interface: 2 PCI-E 3.0 x4",512GB , 6 USB 3.2 Gen1 ports (4 rear + 2 via headers,6 USB 2.0 ports (2 rear + 4 via headers,"Socket LGA-2066 (Socket R4) supported, CPU TDP supports Up to 165W TDP",,Single LAN with Intel® PHY I219LM LAN controller Single LAN with Aquantia 5G LAN chip AQC108,8 DIMM,SATA3,"PS2/ATX 900W multiple outputs power supply, Gold level, 12cm fan",Y,1,supermicro,732D4-903B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
54,54.0,54.0,54.0,54.0,54.0,94,CSE-116TQ-R706WB,Super X10DRW-i,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 145W TDP) * Dual Socket R3 (LGA 2011),1U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,"Hot-swap 10x Hot-swap 2.5"" SAS / SATA HDD trays (default 10 SATA connected to onboard storage controller)",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,39 lbs (17.7 kg,,,,,,2 PCI-E 3.0 x16,,"2 PCI-E 3.0 x16 (FHHL), 1 PCI-E 3.0",2TB,6 USB 3.0,,Dual socket R3 (LGA 2011) supports,10.0,"Intel® i350 Dual Port Gigabit Ethernet Controller Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8211E PHY (dedicated IPMI)",4 DIMM,SATA3,,Y,1,supermicro,1028R-WTR,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,25.5 lbs (11.6 kg,,,,,
55,55.0,55.0,55.0,55.0,55.0,95,CSE-116TQ-R706WB,Super X10DRW-iT,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 145W TDP) * Dual Socket R3 (LGA 2011),1U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,"Hot-swap 10x Hot-swap 2.5"" SAS / SATA HDD trays (default 10 SATA connected to onboard storage controller)",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,39 lbs (17.7 kg,,,,,,2 PCI-E 3.0 x16,,"2 PCI-E 3.0 x16 (FHHL), 1 PCI-E 3.0",2TB,6 USB 3.0,,Dual socket R3 (LGA 2011) supports,10.0,"Intel® X540 Dual Port 10GBase-T Virtual Machine Device Queues reduce I/O overhead Supports 10GBASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8211E PHY (dedicated IPMI)",4 DIMM,SATA3,,Y,1,supermicro,1028R-WTRT,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,25.5 lbs (11.6 kg,,,,,
56,56.0,56.0,56.0,56.0,56.0,96,CSE-116AC2-R706WB2,Super X11DDW-NT,2nd Gen Intel® Xeon® Scalable,1U Rackmount,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,Hot-swap 8 SATA3 (6Gbps) ports and 2 NVMe/SATA3 hybrid ports (connected to onboard storage controller),2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,46 lbs (20.9kg),,,,,,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHHL) slots,    1 PCI-E 3.0 x8 (LP) slot,    1 PCI-E 3.0 x16 for Add-on-Module    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,6 USB 3.0,,Dual Socket P (LGA 3647) support,10.0,Dual LAN with 10Gbase-T from C622,12 DIMM,SATA3,,Y,1,supermicro,1029P-WTRT,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
57,57.0,57.0,57.0,57.0,57.0,97,CSE-813MFTQ-350CB,Super X10SRi-F,"Intel® Xeon® processor E5-2600 v4†/ v3, E5-1600 v4†/ v3 family (up to 145W TDP **) Single Socket R3 (LGA 2011)",1U Rackmount,Intel® C612 chipset,,"1.7"" (43mm)","17.2"" (437mm)","19.8"" (503mm)",Black,"Hot-swap 4x 3.5"" Hot-swap drive bays","2400†/ 2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (RDIMM / LRDIMM) / 284-pin gold-plated DIMMs",10°C to 35°C (50°F to 95°F,,,,30.4 lbs (13.8 kg,,,,,,1x PCI-E 3.0 x16 slot,,1x PCI-E 3.0 x16 slot,1TB,2x USB 3.0 ports (2 rear, 4x USB 2.0 ports (2 rear + 2 header,Single socket R3 (LGA 2011) supports,,"Intel® i350-AM2 Dual Port Gigabit Ethernet Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8201N PHY (dedicated IPMI)",4 DIMM,SATA3,350W AC power supply w/ PFC,Y,1,supermicro,5018R-M,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,17.6 lbs (8 kg,,,,,
58,58.0,58.0,58.0,58.0,58.0,98,CSE-813MFTQ-R407CB,Super X10SRi-F,"Intel® Xeon® processor E5-2600 v4†/ v3, E5-1600 v4†/ v3 family (up to 145W TDP **) Single Socket R3 (LGA 2011)",1U Rackmount,Intel® C612 chipset,,"1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,"Hot-swap 4x 3.5"" Hot-swap drive bays","2400†/ 2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (RDIMM / LRDIMM) / 284-pin gold-plated DIMMs",10°C to 35°C (50°F to 95°F,,,,31.4 lbs (14.3 kg,,,,,,1x PCI-E 3.0 x16 slot,,1x PCI-E 3.0 x16 slot,1TB,2x USB 3.0 ports (2 rear, 4x USB 2.0 ports (2 rear + 2 header,Single socket R3 (LGA 2011) supports,,"Intel® i350-AM2 Dual Port Gigabit Ethernet Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8201N PHY (dedicated IPMI)",4 DIMM,SATA3,400W 1U Redundant Power Supplies with PMbus,Y,1,supermicro,5018R-MR,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,18.6 lbs (8.5 kg,,,,,
59,59.0,59.0,59.0,59.0,59.0,99,CSE-813MFTQC-R407CB,Super X11SPi-TF,2nd Gen Intel® Xeon® Scalable,1U Rackmount,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,"Hot-swap 4 Hot-swap 3.5"" SATA3 drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C to 35°C (50°F to 95°F,,,,30.4 lbs (13.8 kg,,1.0, M-Key Double Height Connector, PCI-E 3.0 x4 and SATA Form Factor," 2280, 22110 ",1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 slot,2TB,4 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,4.0,Dual 10GBase-T LAN with Intel® X722 + X557,8 DIMM,SATA3,400W 1U Redundant Power Supplies with PMbus,Y,1,supermicro,5019P-MTR,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,17.6 lbs (8 kg,,,,,
60,60.0,60.0,60.0,60.0,60.0,100,CSE-510-203B,Super X11SSL-F,"Single Socket H4 (LGA 1151) supports: Intel® Xeon® processor E3-1200 v6/v5, Intel® 7th/6th Gen Core™ i3 CPU TDP up to 45W, 80W option fan",1U Rackmount,Intel® C232 chipset,,"1.7"" (43mm)","17.2"" (437mm)","11.3"" (287mm)",Black,"Fixed 1 3.5"" or 2x 2.5"" internal drive bays (fixed)","2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (UDIMM) gold-plated DIMMs",10°C to 35°C (50°F to 95°F,,,,12.55 lbs (5.69 kg,,,,,,1 PCI-E 3.0 x8 AOC slot,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 AOC slot,64GB ,2 USB 3.0,2 USB 2.0,Single Socket H4 (LGA 1151) supports,,"Dual Intel® I210-AT Gigabit Ethernet LAN ports Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output",4 DIMM,,200W Low Noise AC-DC power supply with PFC,Y,1,supermicro,5019S-L,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,8.45 lbs (3.83 kg,,,,,
61,61.0,61.0,61.0,61.0,61.0,101,CSE-813MFTQC-350CB,Super X11SSH-F,"Single Socket H4 (LGA 1151) supports: Intel® Xeon® processor E3-1200 v6/v5, Intel® 7th/6th Gen Core™ i3 CPU TDP up to 80W",1U Rackmount,Intel® C236 chipset,,"1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,"Hot-swap 4 Hot-swap 3.5"" SATA3 drive bays","2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (UDIMM) gold-plated DIMMs",10°C to 35°C (50°F to 95°F,,,,30.4 lbs (13.8 kg,,1.0, M-Key Double Height Connector, PCI-E 3.0 x2 Form Factor, 2280 ,1 PCI-E 3.0 x8 (in x16,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (in x16) AOC slot,64GB ,4 USB 3.0,2 USB 2.0,Single Socket H4 (LGA 1151) supports,4.0,"Dual Intel® I210-AT Gigabit Ethernet LAN ports Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output",4 DIMM,SATA3,350W AC power supply w/ PFC,Y,1,supermicro,5019S-M,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,17.6 lbs (8 kg,,,,,
62,62.0,62.0,62.0,62.0,62.0,102,CSE-721TQ-250B,Super X10SDV-TLN4F,CPU Intel® Xeon® processor D-1541 FCBGA 1667 supported CPU TDP support 45W System-on-Chip,Mini Tower,,,"9.45"" (240mm)","8.27"" (210mm)","11"" (279mm)",Black,"4x 3.5"" Hot-swap drive bays 2x 2.5"" internal drive bays",2400/2133/1600/1333MHz ECC DDR4 SDRAM,0°C to 40°C (32°F to 104°F,,,,15 lbs (6.8 kg,,,,,,"1x PCI-E 3.0 x16 (LP), 1x M.2    PCI-E 3.0 x4, M Key 2242/2280",,"1x PCI-E 3.0 x16 (LP), 1x M.2    PCI-E 3.0 x4, M Key 2242/2280",128GB ,2x USB 3.0 ports (rear, 2x USB 2.0 ports (front panel,   Single socket FCBGA 1667;    UDIMM in 4 sockets,,"Dual LAN via Intel® i350-AM2 Gigabit Ethernet Dual LAN via SoC 10GBase-T Virtual Machine Device Queues reduce I/O overhead Supports 10GBASE-T, 100BASE-T, and 1000BASE-T, RJ45 output 1x Realtek RTL8201N PHY (dedicated IPMI)",4 DIMM,,250W Flex ATX Multi-output Bronze Power Supply,Y,1,supermicro,5028D-TN4T,S,,,,,-20°C to 60°C (-4°F to 140°F,10% to 85% (non-condensing,10% to 95% (non-condensing,,,,,,
63,63.0,63.0,63.0,63.0,63.0,103,CSE-813MFTQ-R400CB,Super X10DRL-i,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 135W TDP) * Dual Socket R3 (LGA 2011),1U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","19.8"" (503mm)",Black,"Hot-swap 4x 3.5"" Hot-swap SATA3 Drive Bays",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,38 lbs (17.24 kg),,,,,,1x PCI-E 3.0 x8 (FHHL) slot,,1x PCI-E 3.0 x8 (FHHL) slot,1TB,"4x USB 3.0 ports (2 rear, 2 headers"," 5x USB 2.0 ports (2 rear, 2 headers, 1 Type A",Dual socket R3 (LGA 2011) supports,,"Intel® i210 Gigabit Ethernet controller Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8211E PHY (dedicated IPMI)",4 DIMM,SATA3,"400W Redundant Power Supplies w/Power Distributor, PMBus 1.2, I2C, and PFC",Y,1,supermicro,6018R-MTR,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
64,64.0,64.0,64.0,64.0,64.0,104,CSE-815TQC-R706WB2,Super X11DDW-L,2nd Gen Intel® Xeon® Scalable,1U Rackmount,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,"Hot-swap 4 Hot-swap 3.5"" SATA3 drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,46 lbs (20.9kg),,,,,,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHHL) slots,    1 PCI-E 3.0 x8 (LP) slot,    1 PCI-E 3.0 x16 for Add-on-Module    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,4 USB 3.0,,Dual Socket P (LGA 3647) support,4.0,Dual LAN with Gigabit Ethernet from C621,12 DIMM,SATA3,,Y,1,supermicro,6019P-WTR,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
65,65.0,65.0,65.0,65.0,65.0,105,CSE-826BAC4-R1K23WB,Super X11DDW-NT,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","25.5"" (648mm)",Black,"Hot-swap 12 Hot-swap 3.5"" SAS/SATA drive bays with SES2 and Mini-i-Pass (SFF 8087) connectivity",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,64 lbs (29.0 kg),,,,,,1 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 (FHHL) slots,    2 PCI-E 3.0 x8 (FHHL) slots,    2 PCI-E 3.0 x8 (LP) slots,    1 PCI-E 3.0 x16 for Add-on-Module    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,4 USB 3.0,,Dual Socket P (LGA 3647) support,12.0,Dual 10Gbase-T LAN with Intel C622,12 DIMM,SATA3,,Y,1,supermicro,6029P-WTRT,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
66,66.0,66.0,66.0,66.0,66.0,106,CSE-835XTQ-R982B,Super X11DPX-T,2nd Gen Intel® Xeon® Scalable,3U Rackmount,Intel® C621 chipset,Up to 28 Cores,"5.2"" (132mm)","17.2"" (437mm)","25.5"" (648mm)",Black,"4. 8 Hot-swap 3.5"" drive bays, 2 5.25""",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.6kg),,,,,,2 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots,    2 PCI-E 3.0 x16 slots (or 4 PCI-E    3.0 x8), 4 PCI-E 3.0 x8 slots,    1 PCI-E 3.0 x4 (in x8 slot)7. 1 PCI-E 3.0 x4 M.2 2280 slot from PCH",4TB,2 USB 3.0 ports (rear, 2 USB 2.0 ports (rear,Dual Socket P (LGA 3647) support,8.0,Intel® X550-AT2 Dual Port 10GBase-T,16 DIMM,,,Y,1,supermicro,6039P-TXRT,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
67,67.0,67.0,67.0,67.0,67.0,107,CSE-418GTS-R4000BP2,Super X11DPG-OT-CPU,2nd Gen Intel® Xeon® Scalable,4U Rackmountable Rackmount Kit (MCP-290-00057-0N),Intel® C622 chipset,Up to 28 Cores,"7.0"" (178mm)","17.2"" (437mm)","29"" (737mm)",Black,"4. Up to 24 Hot-swap 2.5"" drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,100 lbs (45.3 kg,,1.0,,1 NVMe based M.2 SSD Form Factors," 2260, 2280, 22110",8 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"8 PCI-E 3.0 x16 slots    2 PCI-E 3.0 x8, 1 PCI-E 3.0 x4",6TB,4 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,24.0,Dual Port 10GbE from C622,24 DIMM,,2000W Redundant Power Supplies with PMBus,Y,1,supermicro,4029GP-TRT,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,65.5 lbs (29.7 kg,,,,,
68,68.0,68.0,68.0,68.0,68.0,108,CSE-747BTS-R2K20BP,Super X11DPG-QT,2nd Gen Intel® Xeon® Scalable,4U Rackmountable / Tower Optional Rackmount Kit,Intel® C621 chipset,Up to 28 Cores,"18.2"" (462mm)","7.0"" (178mm)","26.5"" (673mm)",Dark Gray,"4. 8 Hot-swap 3.5"" drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,62 lbs (28.1 kg,,1.0,,1 NVMe based M.2 SSD Form Factors," 2280, 22110",4 PCI-E 3.0 x16,1 PCI-E 3.0 x4 (in x8,"4 PCI-E 3.0 x16 (double-width) slots,    2 PCI-E 3.0 x16 (single-width) slots,    1 PCI-E 3.0 x4 (in x8) slot",4TB,5 USB 3.0," 4 USB 2.0 ports (2 rear, 2 via headers",Dual Socket P (LGA 3647) support,8.0,"Intel® X550 Dual Port 10GBase-T Virtual Machine Device Queues reduce I/O overhead Supports 10GBASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,7049GP-TRT,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,46 lbs (20.9 kg,,,,,
69,69.0,69.0,69.0,69.0,69.0,109,CSE-116AC2-R706WB,Super X10DRW-i,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 145W TDP) * Dual Socket R3 (LGA 2011),1U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,"Hot-swap 10 Hot-swap 2.5"" SAS/SATA HDD trays (Default 8 SAS3, 2 SATA3)",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,39 lbs (17.7 kg,,,,,,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (FHHL) slots,2TB,6 USB 3.0 ports (4 rear + 2 via header,,Dual socket R3 (LGA 2011) supports,10.0,"Intel® i350 Dual Port Gigabit Ethernet Controller Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8211E PHY (dedicated IPMI)",4 DIMM,SATA3,,Y,1,supermicro,1028R-WC1R,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,25.5 lbs (11.6 kg,,,,,
70,70.0,70.0,70.0,70.0,70.0,111,CSE-116AC2-R504WB,Super X11SPW-TF,2nd Gen Intel® Xeon® Scalable,1U Rackmount,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,"Hot-swap 10 Hot-swap 2.5"" SATA3 drive bays 2 NVMe with AOC (option)",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,27 lbs (12.25 kg,,1.0, M-Key Double Height Connector, PCI-E 3.0 x4 and SATA Form Factor," 2280, 22110 ",2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (LP) slot",1.5TB,4 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,10.0,Dual 10GBase-T LAN with Intel® X722 + X557,6 DIMM,SATA3,500W Redundant Power Supplies with PMBus,Y,1,supermicro,1019P-WTR,S,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,15.5 lbs (7.03 kg,,,,,
71,71.0,71.0,71.0,71.0,71.0,112,CSE-827HQ-R1K68B,Super X10DRT-H,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 145W TDP) * Dual Socket R3 (LGA 2011),2U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,"5. 3x 3.5"" Hot-swap SATA3",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,85 lbs (38.6kg,,,,,,1x PCI-E 3.0 (x16) low-profile slot,,1x PCI-E 3.0 (x16) low-profile slot,1TB,2x USB 3.0 ports (rear,,Dual socket R3 (LGA 2011) supports,,"Intel® i350 Dual Port Gigabit Ethernet Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8201N PHY (dedicated IPMI)",4 DIMM,SATA3,1600W 1U Redundant Power Supplies with PMBus,Y,1,supermicro,6028TR-HTR,S,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,54.5 lbs (24.7 kg,,,,,
